"id"	"name"	"country"	"state"	"city"	"address"	"longitude"	"latitude"	"source"	"type"	"long.qry"	"lat.qry"	"address.qry"
"6106"	NA	"University of Puerto Rico"	"USA"	"Puerto Rico"	"Mayagüez"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-76.9987271	38.9441575	"Puerto Rico Ave NE, Washington, DC 20017, USA"
"6107"	NA	"Museo Civico di Storia Naturale di Milano"	"Italy"	""	"I-20121 Milano"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	9.1859243	45.4654219	"Milan, Italy"
"6108"	NA	"Museo Civico de Storia Naturale di Piacenza"	"Italy"	""	"29100 Piacenza"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	9.6929845	45.0526206	"Piacenza, Province of Piacenza, Italy"
"6109"	NA	"Museum fur Naturkunde"	"Germany"	""	"48161 Münster"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6110"	NA	"Montana State University-Billings"	"USA"	"Montana"	"Billings"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-108.5006904	45.7832856	"Billings, MT, USA"
"6111"	NA	"I I Mecynikov State University of Odessa"	"Ukraine"	""	"Odessa"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	30.7233095	46.482526	"Odessa, Odessa Oblast, Ukraine"
"6112"	NA	"University of Mosul"	"Iraq"	""	"Mosul"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	43.1190526	36.350339	"Mosul University printing press, <U+0634><U+0627><U+0631><U+0639> <U+0627><U+0644><U+0645><U+0633><U+062A><U+0634><U+0641><U+0649><U+060C> Mosul, Iraq"
"6113"	NA	"Westfalische Wilhelms-Universitat"	"Germany"	""	"D-48149 Münster"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	7.609474	51.963777	"Westfälische Wilhelms-Universität Münster, Botanischer Garten, Schlossgarten 3, 48149 Münster, Germany"
"6114"	NA	"Mahasarakham University"	"Thailand"	"Maha Sarakham Province"	"Kantarawichai"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6115"	NA	"Museum der Stadt Villach"	"Austria"	""	"A-9500 Villach"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	13.85062	46.60856	"Villach, Austria"
"6116"	NA	"Universite de Montreal"	"Canada"	"Québec"	"Montréal"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-73.616467	45.5031602	"Tunnel Université de Montréal, Montréal, QC, Canada"
"6117"	NA	"Chiba University"	"Japan"	"Chiba-ken"	"Matsudo-shi"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6118"	NA	"Jardin botanique de Montreal"	"Canada"	"Québec"	"Montréal"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-73.5630089	45.5600018	"Montreal Botanical Garden, 4101 Rue Sherbrooke E, Montréal, QC H1X 2B2, Canada"
"6119"	NA	"McGill University, Macdonald Campus"	"Canada"	"Québec"	"Sainte-Anne-de-Bellevue"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6120"	NA	"Malton Field Naturalists Society"	"United Kingdom"	"England"	"Malton, North Yorkshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-0.797897	54.136836	"Malton YO17, UK"
"6121"	NA	"Middle Tennessee State University"	"USA"	"Tennessee"	"Murfreesboro"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-86.3693121	35.8424958	"MTSU Department of Public Safety, 1412 E Main St, Murfreesboro, TN 37132, USA"
"6122"	NA	"Universidad de Murcia"	"Spain"	""	"30100 Murcia"	"Campus de Espinardo (suburb of Murcia).  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-1.1250672	37.9884952	"Universidad, 30003 Murcia, Spain"
"6123"	NA	"Universite Catholique de Louvain"	"Belgium"	""	"B-1348 Louvain-la-Neuve"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	4.4482526	50.4079951	"Université Catholique de Louvain ET. D'UTIL. PUB, 6000 Charleroi, Belgium"
"6124"	NA	"Monash University"	"Australia"	"Victoria"	"Clayton"	"Wellington Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	145.1340508	-38.1532011	"Monash University, 47-49 Moorooduc Hwy, Frankston VIC 3199, Australia"
"6125"	NA	"University of Marmara"	"Turkey"	""	"TR-81040 Istanbul"	"Göztepe Kampüsü/ Fahrettin Kerim Gökay Caddesi  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6126"	NA	"Mirpur University of Science and Technology"	"Pakistan"	"Azad Kashmir"	"Bhimber City"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6127"	NA	"Marshall University"	"USA"	"West Virginia"	"Huntington"	"Hal Greer Boulevard.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-82.4292185	38.4204644	"Marshall University Parking Garage on 6th Avenue, 1650 6th Ave, Huntington, WV 25703, USA"
"6128"	NA	"Murray State University"	"USA"	"Kentucky"	"Murray"	"334 Blackburn Science Building.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6129"	NA	"Murdoch University"	"Australia"	"Western Australia"	"Murdoch"	"South Street.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	115.7557492	-32.5159967	"Murdoch University Building, Greenfields WA 6210, Australia"
"6130"	NA	"Muskingum College"	"USA"	"Ohio"	"New Concord"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-80.7612595	28.393455	"Muskingum Ave, Cocoa, FL 32926, USA"
"6131"	NA	"Muskegon Community College"	"USA"	"Michigan"	"Muskegon"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-86.2483921	43.2341813	"Muskegon, MI, USA"
"6132"	NA	"Al-Mustansiriya University"	"Iraq"	""	"Baghdad"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6133"	NA	"King Abdulaziz City for Science and Technology"	"Saudi Arabia"	""	"Riyadh 11442"	"Muzahemiyyah  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6134"	NA	"University of Charleston"	"USA"	"West Virginia"	"Charleston"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-81.61562	38.33226	"University of Charleston, Charleston, WV 25304, USA"
"6135"	NA	"Ministerio de Ganaderia y Agricultura"	"Uruguay"	""	"Montevideo"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6136"	NA	"Universidad de la Republica"	"Uruguay"	""	"Montevideo"	"Garzón 780, Sayago.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-56.1765436	-34.90262	"Universidad de la República, Avenida 18 de Julio 1824, 11100 Montevideo, Uruguay"
"6137"	NA	"Universidad de la Republica"	"Uruguay"	""	"11800 Montevideo"	"Avenida General Flores 2124.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-56.1765436	-34.90262	"Universidad de la República, Avenida 18 de Julio 1824, 11100 Montevideo, Uruguay"
"6138"	NA	"Universidad de la Republica"	"Uruguay"	""	"Montevideo"	"Iguß 4225.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-56.1765436	-34.90262	"Universidad de la República, Avenida 18 de Julio 1824, 11100 Montevideo, Uruguay"
"6139"	NA	"Museo y Jardin Botanico"	"Uruguay"	""	"11700 Montevideo"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-56.2000483	-34.8589886	"Montevideo Botanical Garden, 19 De Abril 1181, 11700 Montevideo, Uruguay"
"6140"	NA	"Public Library"	"United Kingdom"	"England"	"Malvern, Hereford and Worcester"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-2.0162807	52.5536343	"opp Public Library, Wednesbury WS10, UK"
"6141"	NA	"Millersville University"	"USA"	"Pennsylvania"	"Millersville"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-76.3464189	39.9963722	"Millersville University Biological Preserve, Bishop Rd, Millersville, PA 17551, USA"
"6142"	NA	"Moscow State University"	"Russia"	""	"Moscow 119991"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6143"	NA	"Mary Washington College"	"USA"	"Virginia"	"Fredericksburg"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-77.4824737	38.3127483	"Mary Washington Blvd, Fredericksburg, VA 22401, USA"
"6144"	NA	"M V Lomonosov Moscow State University"	"Russia"	""	"Moscow 119992"	"MSU Main Building, 20th floor  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6145"	NA	"Western Illinois University"	"USA"	"Illinois"	"Macomb"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-87.6708279	41.4389797	"Western Ave, University Park, IL, USA"
"6146"	NA	"Missouri Western State College"	"USA"	"Missouri"	"St. Joseph"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-90.247971	38.6578996	"Norfolk and Western Railway, Missouri, USA"
"6147"	NA	"Universidad Central de Venezuela"	"Venezuela"	"Aragua"	"Maracay 2101A"	"Facultad de Agronomía, Area Universitaria, Vía El Limón.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-64.6955801	10.1464162	"Universidad Central de Venezuela EUS Educación Barcelona, Av Centurión, Barcelona, Anzoátegui, Venezuela"
"6148"	NA	"Mianyang Institute for Drug Control"	"China"	"Sichuan"	"Mianyang"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6149"	NA	"Universidad Central de Venezuela"	"Venezuela"	""	"Caracas 1040A"	"Herbario Dr. Víctor Manuel Ovalles, Piso 3, Facultad de Farmacia, Ciudad Universitaria, Caracas 1051.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-64.6955801	10.1464162	"Universidad Central de Venezuela EUS Educación Barcelona, Av Centurión, Barcelona, Anzoátegui, Venezuela"
"6150"	NA	"South Moravian Museum in Znojmo"	"Czech Republic"	""	"669 45 Znojmo"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	16.0542676	48.8559107	"Znojmo, Czech Republic"
"6151"	NA	"Nanjing University"	"China"	"Jiangsu"	"Nanjing 210093"	"Hankou Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	118.7809448	32.0569463	"Nan Jing Da Xue Ban Gong Lou, Gulou Qu, Nanjing Shi, Jiangsu Sheng, China, 210000"
"6152"	NA	"United States National Arboretum, USDA/ARS"	"USA"	"District of Columbia"	"Washington"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6153"	NA	"Botanical Garden"	"Russia"	"Sakhalin Region"	"Novo-Aleksandrovsk"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	37.6346	55.7775	"Botanical Gardens, Moskva, Russia, 129090"
"6154"	NA	"Nagano Environmental Conservation Research Institute"	"Japan"	"Nagano"	"Nagano City"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	138.1947709	36.6485829	"Nagano, Nagano Prefecture, Japan"
"6155"	NA	"University of Nairobi"	"Kenya"	""	"Nairobi"	"Chiromo Campus.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	36.8077759	-1.2739945	"University of Nairobi Department of Geology, Prof Mourice Alala Road, Nairobi, Kenya"
"6156"	NA	"Facultes Universitaires Notre-Dame de la Paix"	"Belgium"	""	"B-5000 Namur"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6157"	NA	"Nantong Teachers College"	"China"	"Jiangsu"	"Nantong"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6158"	NA	"Universita Degli Studi di Napoli Federico II"	"Italy"	""	"I-80139 Napoli"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	14.2201563	40.8667492	"Biblioteca del Dipartimento di pediatria dell'Università degli studi di Napoli Federico II, Via Sergio Pansini, 5, 80131 Napoli, Italy"
"6159"	NA	"Institute of Botany, Jiangsu Province and Chinese Academy of Sciences"	"China"	"Jiangsu"	"Nanjing 210014"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6160"	NA	"Massachusetts College of Liberal Arts"	"USA"	"Massachusetts"	"North Adams"	"Church Street.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-71.3824374	42.4072107	"Massachusetts, USA"
"6161"	NA	"Seale-Hayne Agricultural College"	"United Kingdom"	"England"	"Newton Abbot, Devon"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6162"	NA	"Northwestern State University"	"USA"	"Louisiana"	"Natchitoches"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6163"	NA	"Navajo Nation Department of Fish and Wildlife"	"USA"	""	"Flagstaff"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6164"	NA	"South African National Biodiversity Institute"	"South Africa"	"Western Cape Province"	"Claremont 7735"	"Kirstenbosch National Botanical Garden, Kirstenbosch Research Centre, Rhodes Drive, Newlands, Cape Town.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6165"	NA	"National Institute of Technology and Evaluation"	"Japan"	"Chiba"	"Kisarazu-shi"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6166"	NA	"Biologische Station Neusiedler See"	"Austria"	""	"A-7142 Illmitz"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6167"	NA	"Koninklijke Nederlandse Botanische Vereniging"	"Netherlands"	""	"2300 RA Leiden"	"Rijksherbarium, Rapenburg 70-74, 2311 EZ Leiden.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6168"	NA	"Newbury District Museum"	"United Kingdom"	"England"	"Newbury, Berkshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6169"	NA	"Rutgers University"	"USA"	"New Jersey"	"Newark"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-118.3041182	33.8095174	"Rutgers Pl, Harbor City, CA 90710, USA"
"6170"	NA	"North Carolina A and T State University"	"USA"	"North Carolina"	"Greensboro"	"1601 East Market Street.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-77.320704	35.593528	"University Manor, 3535 E 10th St, Greenville, NC 27858, USA"
"6171"	NA	"Yale University"	"USA"	"Connecticut"	"New Haven"	"165 Prospect Street.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-90.315018	38.6595336	"Yale Ave, University City, MO 63130, USA"
"6172"	NA	"Sonoma State University"	"USA"	"California"	"Rohnert Park"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-122.6750043	38.3380748	"Sonoma State University, California 94928, USA"
"6173"	NA	"Nature Conservancy Council"	"United Kingdom"	"England"	"Banbury, Oxfordshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.435973	55.378051	"United Kingdom"
"6174"	NA	"Nature Conservancy Council"	"United Kingdom"	"Scotland"	"Balloch, Strathclyde Region"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.435973	55.378051	"United Kingdom"
"6175"	NA	"Nature Conservancy Council"	"United Kingdom"	"Scotland"	"Edinburgh"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.435973	55.378051	"United Kingdom"
"6176"	NA	"Nature Conservancy Council"	"United Kingdom"	"England"	"Huntingdon, Cambridgeshire"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.435973	55.378051	"United Kingdom"
"6177"	NA	"Nature Conservancy Council"	"United Kingdom"	"England"	"Norwich, Norfolk"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-3.435973	55.378051	"United Kingdom"
"6178"	NA	"University of Newcastle upon Tyne"	"United Kingdom"	"England"	"Newcastle upon Tyne NE1 7RU"	"Ridley Building, Claremont Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-1.8036815	54.9891973	"Field Biology Station Newcastle University, Heddon-on-the-Wall, Close House Estate, Newcastle upon Tyne NE15 0HT, UK"
"6179"	NA	"Norwich Botanical Society"	"United Kingdom"	"England"	"Norwich, Norfolk"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	1.297355	52.6308859	"Norwich, UK"
"6180"	NA	"National Cheng-Kung University"	"Taiwan"	"Taiwan"	"Tainan City"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	120.54454	23.702951	"National Cheng Kung University Hospital, Douliu City, Yunlin County, Taiwan 640"
"6181"	NA	"New College"	"United Kingdom"	"England"	"London"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6182"	NA	"National Collection of Passiflora"	"United Kingdom"	""	"Kingston Seymour, Clevedon, North Somerset,"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6183"	NA	"Bristol Public Health Laboratory"	"United Kingdom"	"England"	"Kingsdown, Bristol BS2 8EL"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-2.58791	51.454513	"Bristol, UK"
"6184"	NA	"North Carolina State University"	"USA"	"North Carolina"	"Raleigh"	"2106 Gardner Hall  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-77.320704	35.593528	"University Manor, 3535 E 10th St, Greenville, NC 27858, USA"
"6185"	NA	"North Carolina State University"	"USA"	"North Carolina"	"Raleigh"	"3419 Gardner Hall100 Derieux Pl  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-77.320704	35.593528	"University Manor, 3535 E 10th St, Greenville, NC 27858, USA"
"6186"	NA	"University of North Carolina Herbarium"	"USA"	"North Carolina"	"Chapel Hill"	"401 Coker Hall South Road University of North Carolina at Chapel Hill"	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6187"	NA	"Conservatoire et Jardins Botaniques de Nancy"	"France"	""	"F-54600 Villers-lès-Nancy"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	6.184417	48.692054	"Nancy, France"
"6188"	NA	"University of Notre Dame"	"USA"	"Indiana"	"Notre Dame"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-86.2377772	41.6973401	"Stinson-Remick Hall of Engineering, South Bend, IN 46637, USA"
"6189"	NA	"North Dakota State University"	"USA"	"North Dakota"	"Fargo"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-96.8069274	46.89265	"NDSU, Fargo, ND, USA"
"6190"	NA	"University of Notre Dame"	"USA"	"Indiana"	"Notre Dame"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-86.2377772	41.6973401	"Stinson-Remick Hall of Engineering, South Bend, IN 46637, USA"
"6191"	NA	"Division of Forest Research"	"Zambia"	""	"Kitwe"	"20 Obote Avenue.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6192"	NA	"Ningde Teachers College"	"China"	"Fujian"	"Ningde"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6193"	NA	"University of New England"	"Australia"	"New South Wales"	"Armidale"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	151.639059	-30.4967317	"Robb College, University Of New England, Armidale NSW 2350, Australia"
"6194"	NA	"University of Nebraska State Museum"	"USA"	"Nebraska"	"Lincoln"	"900 North 16th Street.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6195"	NA	"University of Nebraska at Kearney"	"USA"	"Nebraska"	"Kearney"	"905 W. 25th St.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6196"	NA	"Northeastern Forestry University"	"China"	"Heilongjiang"	"Harbin"	"Hexing Street.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	126.628397	45.725716	"Dong Bei Lin Ye Da Xue, Nangang Qu, Haerbin Shi, Heilongjiang Sheng, China, 150040"
"6197"	NA	"Truman State University"	"USA"	"Missouri"	"Kirksville"	"100 East Normal.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6198"	NA	"Newark Museum"	"USA"	"New Jersey"	"Newark"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-74.171724	40.7430566	"Newark Museum, 49 Washington St, Newark, NJ 07102, USA"
"6199"	NA	"Northeast Normal University"	"China"	"Jilin"	"Changchun"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	114.919697	30.448739	"Huanggang Normal University Students' Apartment (Northeast Gate), Zhu Bao Lu, Huangzhou Qu, Huanggang Shi, Hubei Sheng, China"
"6200"	NA	"University of Nevada"	"USA"	"Nevada"	"Reno"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-111.8884071	33.4254057	"Nevada, Tempe, AZ 85281, USA"
"6201"	NA	"Universite de Neuchatel"	"Switzerland"	"Neuchâtel"	"Neuchâtel"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6202"	NA	"Near East University"	"Cyprus"	""	"Nicosia"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-111.9108145	33.4219874	"E University Dr, Tempe, AZ, USA"
"6203"	NA	"Nanjing Forestry University"	"China"	"Jiangsu"	"Nanjing 210037"	"Longpan Road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	118.8122309	32.0792567	"Nan Jing Lin Ye Da Xue, Xuanwu Qu, Nanjing Shi, Jiangsu Sheng, China, 210037"
"6204"	NA	"Memorial University of Newfoundland"	"Canada"	"Newfoundland"	"St. John's"	"Elizabeth Avenue.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-52.7590202	47.571524	"MUN Botanical Garden, 306 Mt Scio Rd, St. John's, NL A1B 4L6, Canada"
"6205"	NA	"The Rooms Corporation of Newfoundland and Labrador, Provincial Museum Division"	"Canada"	"Newfoundland and Labrador"	"St. John's"	"Provincial Museum Division (Natural History) The Rooms 9 Bonaventure Avenue"	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6206"	NA	"Niagara Parks Botanical Gardens and School of Horticulture"	"Canada"	"Ontario"	"Niagara Falls"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6207"	NA	"Nezahat Gokyigit Botanik Bahcesi"	"Turkey"	""	"Istanbul"	"Fatih Sultan Mehmet Caddesi TEM Otoyolu Anadolu Kavsagi, Atasehir  "	NA	NA	"grbioorg"	"biodiversityinstitution"	29.11879	40.996289	"Atatürk, Nezahat Gökyigit Botanik Bahçesi, Fatih Sultan Mehmet Cd., 34758 Atasehir/Istanbul, Turkey"
"6208"	NA	"Bromley House Library"	"United Kingdom"	"England"	"Nottingham, Nottinghamshire NG1 6HL"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	0.013156	51.406025	"Bromley, UK"
"6209"	NA	"South African National Biodiversity Institute"	"South Africa"	"KwaZulu-Natal Province"	"Durban 4007"	"Corner of Botanic Gardens Road and St. Thomas Road, Berea, Durban.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6210"	NA	"University of New Hampshire"	"USA"	"New Hampshire"	"Durham"	"G-69 Spaulding Hall.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-70.9361201	43.139353	"Durham Station, 3 Depot Road, University of New Hampshire campus, Durham, NH 03824, USA"
"6211"	NA	"National Bureau of Plant Genetic Resources (NBPGR)"	"India"	"Delhi Union Territory"	"New Delhi"	"NBPGR (Old Building)  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6212"	NA	"Connecticut Agricultural Experiment Station"	"USA"	"Connecticut"	"New Haven"	"123 Huntington Street.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-73.087749	41.6032207	"Connecticut, USA"
"6213"	NA	"Naturhistorische Gesellschaft e V"	"Germany"	""	"90402 Nürnberg"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6214"	NA	"Ontario Ministry of Natural Resources"	"Canada"	"Ontario"	"Peterborough"	"North Tower, 2nd floor.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-81.02975	49.058796	"Ministry of Natural Resources, 2 3rd Ave, Cochrane, ON P0L 1C0, Canada"
"6215"	NA	"University of Nottingham"	"United Kingdom"	"England"	"Nottingham NG7 2RD"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-1.1873402	52.9436512	"Nottingham University Hospital, Derby Rd, Nottingham NG7 2UH, UK"
"6216"	NA	"Natural History Museum of Crete, University of Crete"	"Greece"	"Crete"	"714 09 Heraklion"	"Knossos Avenue Buildings, Office number 213  "	NA	NA	"grbioorg"	"biodiversityinstitution"	24.8092691	35.240117	"Crete Region, Greece"
"6217"	NA	"Natural History Museum Fribourg"	"Switzerland"	""	"CH-1700 Fribourg"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	7.1619719	46.8064773	"Fribourg, Switzerland"
"6218"	NA	"Natural History Museum Rijeka"	"Croatia"	""	"51000 Rijeka"	"Lorenzov prolaz 1  "	NA	NA	"grbioorg"	"biodiversityinstitution"	14.442176	45.3270631	"Rijeka, Croatia"
"6219"	NA	"New England College"	"USA"	"New Hampshire"	"Henniker"	"Depot Hill Road, Science Building.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-85.1013767	35.0426287	"New England Dr, Chattanooga, TN 37421, USA"
"6220"	NA	"Institute of Scientific and Technological Research (IRST)"	"Rwanda"	""	"Butare"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6221"	NA	"Natural History Society of Dublin"	"Ireland"	""	"Dublin"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-6.2603097	53.3498053	"Dublin, Ireland"
"6222"	NA	"Tropical Pesticides Research Institute"	"Tanzania"	""	"Arusha"	"Ngaramtoni area about 11 km (left turn-off) from Arush town centre along Arusha-Nairobi road.  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6223"	NA	"INRES - Institute for Crop Science and Resource Conservation"	"Germany"	""	"D-53115 Bonn"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6224"	NA	"Slovenska pol nohospodarska Univerzita"	"Slovakia"	""	"949 76 Nitra"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6225"	NA	"Museum d Histoire Naturelle"	"France"	""	"F-06300 Nice"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	5.0289664	47.3218664	"Muséum d'histoire naturelle, 21000 Dijon, France"
"6226"	NA	"Hattori Botanical Laboratory"	"Japan"	"Miyazaki"	"Nichinan-shi"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6227"	NA	"National Institute of Horticultural and Herbal Science, RDA"	"South Korea"	""	"Eumseong-gun"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6228"	NA	"Museum d histoire naturelle de Nimes"	"France"	""	"NÏMES"	"13B Bd Amiral Courbet  "	NA	NA	"grbioorg"	"biodiversityinstitution"	4.360054	43.836699	"Nimes, France"
"6229"	NA	"National Institute of Polar Research"	"Japan"	"Tokyo"	"Tokyo"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6230"	NA	"Jardim Botanico de Niteroi"	"Brazil"	"Rio de Janeiro"	"24120-191 Niterói"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	-40.3891748	-20.351344	"R. Niterói - Morada de Santa Fé, Cariacica - ES, Brazil"
"6231"	NA	"Njala University College"	"Sierra Leone"	""	"Njala"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
"6232"	NA	"Okresni vlastivedne muzeum"	"Czech Republic"	""	"741 11 Nový Jicín"	"  "	NA	NA	"grbioorg"	"biodiversityinstitution"	NA	NA	NA
